2024-08-29 20:49:21,809 - default_logger - INFO - Starting main process
2024-08-29 20:49:21,809 - default_logger - INFO - Starting main process
2024-08-29 20:49:21,809 - default_logger - INFO - Starting main process
2024-08-29 20:49:21,972 - default_logger - INFO - Getting dataset: california
2024-08-29 20:49:21,972 - default_logger - INFO - Getting dataset: california
2024-08-29 20:49:21,972 - default_logger - INFO - Getting dataset: california
2024-08-29 20:49:21,972 - default_logger - INFO - Getting dataset: california
2024-08-29 20:49:21,973 - default_logger - INFO - Loading California Housing dataset
2024-08-29 20:49:21,973 - default_logger - INFO - Loading California Housing dataset
2024-08-29 20:49:21,973 - default_logger - INFO - Loading California Housing dataset
2024-08-29 20:49:21,973 - default_logger - INFO - Loading California Housing dataset
2024-08-29 20:49:21,973 - default_logger - INFO - Loading California Housing dataset
2024-08-29 20:49:29,532 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,532 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,534 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,534 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,534 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,534 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,534 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,534 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,537 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,537 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,537 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,537 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,537 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,537 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,539 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,539 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,539 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,539 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,539 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,539 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,543 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,543 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,543 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,543 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,543 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,543 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,546 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,546 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,546 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,546 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,546 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,546 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,548 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,548 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,548 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,548 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,548 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,548 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,551 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,551 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,551 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,551 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,551 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,551 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,553 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,553 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,553 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,553 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,553 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,553 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,556 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,556 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,556 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,556 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,556 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,556 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,574 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,574 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,574 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,574 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,574 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,574 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,578 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,578 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,578 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,578 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,578 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,578 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,581 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,581 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,581 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,581 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,581 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,581 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,584 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,584 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,584 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,584 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,584 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,584 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,587 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,587 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,587 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,587 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,587 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,587 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,590 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,590 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,590 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,590 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,590 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,590 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,592 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,592 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,592 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,592 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,592 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,592 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,595 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,595 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,595 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,595 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,595 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,595 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,597 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,597 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,597 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,597 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,597 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,597 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,599 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,599 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,599 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,599 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,599 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,599 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,602 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,602 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,602 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,602 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,602 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,602 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,607 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,607 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,607 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,607 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,607 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,607 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,619 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,619 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,619 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,619 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,619 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,619 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,623 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,623 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,623 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,623 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,623 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,623 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,635 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,635 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,635 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,635 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,635 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,635 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,648 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,648 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,648 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,648 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,648 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,648 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,652 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,652 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,652 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,652 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,652 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,652 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,655 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,655 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,655 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,655 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,655 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,655 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,658 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,658 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,658 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,658 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,658 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,658 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,660 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,660 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,660 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,660 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,660 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,660 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,663 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,663 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,663 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,663 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,663 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,663 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,665 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,665 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,665 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,665 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,665 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,665 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,668 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,668 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,668 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,668 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,668 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,668 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,671 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,671 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,671 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,671 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,671 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,671 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,676 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,676 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,676 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,676 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,676 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,676 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,679 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,679 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,679 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,679 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,679 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,679 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,682 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,682 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,682 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,682 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,682 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,682 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,685 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,685 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,685 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,685 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,685 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,685 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,687 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,687 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,687 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,687 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,687 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,687 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,690 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,690 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,690 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,690 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,690 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,690 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,693 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,693 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,693 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,693 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,693 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,693 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,695 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,695 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,695 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,695 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,695 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,695 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,698 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,698 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,698 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,698 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,698 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,698 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,701 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,701 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,701 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,701 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,701 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,701 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,703 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,703 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,703 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,703 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,703 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,703 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,707 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,707 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,707 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,707 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,707 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,707 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,710 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,710 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,710 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,710 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,710 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,710 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,713 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,713 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,713 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,713 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,713 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,713 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,716 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,716 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,716 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,716 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,716 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,716 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,719 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,719 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,719 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,719 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,719 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,719 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,730 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,730 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,730 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,730 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,730 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,730 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,734 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,734 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,734 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,734 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,734 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,734 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,736 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,736 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,736 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,736 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,736 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,736 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,740 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,740 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,740 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,740 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,740 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,740 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,742 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,742 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:29,742 - default_logger - WARNING - Encountered NaN loss, skipping batch
